  2.226134E+01  1.164496E-07 -2.213021E-09
  2.266336E+01  1.193467E-07 -2.213022E-09
  2.303243E+01  1.225567E-07 -2.213021E-09
  2.340804E+01  1.261492E-07 -2.213021E-09
  2.371994E+01  1.299531E-07 -2.213021E-09
  2.400725E+01  1.340427E-07 -2.213021E-09
  2.430773E+01  1.384960E-07 -2.213021E-09
  2.455205E+01  1.431437E-07 -2.213021E-09
  2.477785E+01  1.480656E-07 -2.213021E-09
  2.502122E+01  1.533469E-07 -2.213021E-09
  2.521436E+01  1.588146E-07 -2.213021E-09
  2.545455E+01  1.658066E-07 -2.213021E-09
  2.564263E+01  1.731020E-07 -2.213021E-09
  2.582512E+01  1.795910E-07 -2.213021E-09
  2.598417E+01  1.876118E-07 -2.213021E-09
  2.624544E+01  2.005402E-07 -2.213022E-09
  2.652030E+01  2.191093E-07 -2.213021E-09
  2.659017E+01  2.240366E-07 -2.213021E-09
  2.662734E+01  2.289625E-07 -2.213021E-09
  2.669261E+01  2.340999E-07 -2.213021E-09
  2.675563E+01  2.393441E-07 -2.213021E-09
  2.682649E+01  2.464666E-07 -2.213021E-09
  2.689392E+01  2.537806E-07 -2.213021E-09
  2.699536E+01  2.632819E-07 -2.213021E-09
  2.706309E+01  2.729743E-07 -2.213021E-09
  2.713327E+01  2.849879E-07 -2.213021E-09
  2.722581E+01  2.975741E-07 -2.213021E-09
  2.731759E+01  3.127989E-07 -2.213022E-09
  2.740664E+01  3.309401E-07 -2.213021E-09
  2.752044E+01  3.548746E-07 -2.213021E-09
  2.762535E+01  3.827274E-07 -2.213021E-09
  2.774847E+01  4.234124E-07 -2.213021E-09
  2.787870E+01  4.795961E-07 -2.213021E-09
  2.800743E+01  5.514790E-07 -2.213022E-09
  2.815368E+01  6.855821E-07 -2.213021E-09
  2.833932E+01  9.490549E-07 -2.213021E-09
