  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
  5.246614E+01  2.390467E-01  2.228059E-01
