  3.379908E+01  3.411680E-06 -2.212928E-09
  3.243468E+01  3.728156E-06 -2.212849E-09
  3.118495E+01  4.079078E-06 -2.212709E-09
  3.008700E+01  4.468175E-06 -2.212434E-09
  2.903544E+01  4.890712E-06 -2.212006E-09
  2.807102E+01  5.350168E-06 -2.211300E-09
  2.722534E+01  5.850812E-06 -2.209999E-09
  2.640947E+01  6.386555E-06 -2.208085E-09
  2.565855E+01  6.961372E-06 -2.205086E-09
  2.500085E+01  7.580197E-06 -2.199862E-09
  2.436054E+01  8.235353E-06 -2.192520E-09
  2.368080E+01  9.079579E-06 -2.177560E-09
  2.303114E+01  9.979038E-06 -2.155334E-09
  2.256637E+01  1.078149E-05 -2.123677E-09
  2.201376E+01  1.179345E-05 -2.072193E-09
  2.130811E+01  1.343854E-05 -1.927824E-09
  2.047170E+01  1.585072E-05 -1.544731E-09
  2.028889E+01  1.649653E-05 -1.387323E-09
  2.009043E+01  1.715100E-05 -1.225916E-09
  1.992202E+01  1.782998E-05 -1.001528E-09
  1.976010E+01  1.852582E-05 -7.314163E-10
  1.954660E+01  1.947709E-05 -3.030638E-10
  1.934372E+01  2.045852E-05  2.357894E-10
  1.911939E+01  2.173527E-05  1.166768E-09
  1.888874E+01  2.305069E-05  2.297198E-09
  1.862598E+01  2.469083E-05  4.073788E-09
  1.840005E+01  2.641206E-05  6.662603E-09
  1.814992E+01  2.850732E-05  1.078152E-08
  1.788274E+01  3.101947E-05  1.743200E-08
  1.758915E+01  3.435037E-05  3.028011E-08
  1.729657E+01  3.825174E-05  5.241534E-08
  1.694742E+01  4.398684E-05  1.038306E-07
  1.657429E+01  5.195968E-05  2.276738E-07
  1.622281E+01  6.222200E-05  5.181539E-07
  1.577113E+01  8.148991E-05  1.666116E-06
  1.529278E+01  1.195572E-04  7.824544E-06
