  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.313533E+02  1.736406E-06 -2.206043E-09
  1.330634E+02  1.724793E-06 -2.204720E-09
  1.330634E+02  1.724793E-06 -2.204720E-09
  1.371223E+02  1.688176E-06 -2.200903E-09
  1.433901E+02  1.624984E-06 -2.183456E-09
  1.441404E+02  1.609591E-06 -2.122368E-09
  1.431290E+02  1.614665E-06 -2.090231E-09
  1.420995E+02  1.618512E-06 -2.068042E-09
  1.404378E+02  1.630497E-06 -2.018805E-09
  1.390429E+02  1.638803E-06 -1.984978E-09
  1.369109E+02  1.657114E-06 -1.911079E-09
  1.345688E+02  1.678997E-06 -1.816116E-09
  1.331268E+02  1.699046E-06 -1.711760E-09
  1.305309E+02  1.726606E-06 -1.562636E-09
  1.286437E+02  1.745084E-06 -1.461685E-09
  1.259087E+02  1.778156E-06 -1.247404E-09
  1.231287E+02  1.814457E-06 -9.795500E-10
  1.203283E+02  1.853952E-06 -6.465692E-10
  1.175284E+02  1.896620E-06 -2.348715E-10
  1.139100E+02  1.960149E-06  5.230651E-10
  1.101037E+02  2.024145E-06  1.303026E-09
  1.058373E+02  2.119845E-06  2.977430E-09
  9.978515E+01  2.260520E-06  5.726735E-09
  9.364579E+01  2.450786E-06  1.135247E-08
  8.018935E+01  3.023308E-06  3.928132E-08
