  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.495438E+01  7.216657E-08 -2.213021E-09
  3.571441E+01  7.180594E-08 -2.213021E-09
  3.571441E+01  7.180594E-08 -2.213021E-09
  3.778966E+01  7.062622E-08 -2.213021E-09
  4.257343E+01  6.877326E-08 -2.213021E-09
  4.719544E+01  6.890464E-08 -2.213021E-09
  4.828112E+01  6.931328E-08 -2.213021E-09
  4.889646E+01  6.959471E-08 -2.213021E-09
  4.978701E+01  7.026807E-08 -2.213021E-09
  5.028009E+01  7.071991E-08 -2.213021E-09
  5.099954E+01  7.163425E-08 -2.213021E-09
  5.162780E+01  7.268371E-08 -2.213021E-09
  5.208314E+01  7.360885E-08 -2.213021E-09
  5.257738E+01  7.487095E-08 -2.213021E-09
  5.282596E+01  7.570534E-08 -2.213021E-09
  5.320724E+01  7.717118E-08 -2.213022E-09
  5.352985E+01  7.875477E-08 -2.213022E-09
  5.380002E+01  8.045364E-08 -2.213021E-09
  5.402347E+01  8.226576E-08 -2.213021E-09
  5.429825E+01  8.492970E-08 -2.213021E-09
  5.438910E+01  8.756572E-08 -2.213021E-09
  5.460993E+01  9.146737E-08 -2.213021E-09
  5.461983E+01  9.707236E-08 -2.213021E-09
  5.468351E+01  1.045162E-07 -2.213021E-09
  5.430760E+01  1.260220E-07 -2.213021E-09
