  1.836940E+01  1.974088E-06 -2.213021E-09
  2.171665E+01  1.679947E-06 -2.213021E-09
  2.487496E+01  1.480307E-06 -2.213021E-09
  2.789369E+01  1.339563E-06 -2.213021E-09
  3.069686E+01  1.236186E-06 -2.213021E-09
  3.333218E+01  1.159554E-06 -2.213022E-09
  3.586059E+01  1.103071E-06 -2.213021E-09
  3.818843E+01  1.060597E-06 -2.213021E-09
  4.037417E+01  1.029581E-06 -2.213021E-09
  4.248484E+01  1.008285E-06 -2.213021E-09
  4.441330E+01  9.938771E-07 -2.213021E-09
  4.662224E+01  9.851637E-07 -2.213021E-09
  4.861416E+01  9.833194E-07 -2.213021E-09
  5.023743E+01  9.872003E-07 -2.213021E-09
  5.197397E+01  9.961412E-07 -2.213021E-09
  5.444683E+01  1.019185E-06 -2.213021E-09
  5.730063E+01  1.063496E-06 -2.213021E-09
  5.797006E+01  1.076931E-06 -2.213021E-09
  5.855072E+01  1.090685E-06 -2.213021E-09
  5.917635E+01  1.105746E-06 -2.213021E-09
  5.978142E+01  1.121585E-06 -2.213020E-09
  6.053535E+01  1.143705E-06 -2.213020E-09
  6.125592E+01  1.167124E-06 -2.213020E-09
  6.216221E+01  1.198562E-06 -2.213019E-09
  6.295568E+01  1.231385E-06 -2.213017E-09
  6.383778E+01  1.273106E-06 -2.213015E-09
  6.472824E+01  1.317969E-06 -2.213011E-09
  6.567767E+01  1.373345E-06 -2.213003E-09
  6.666277E+01  1.440626E-06 -2.212987E-09
  6.781669E+01  1.531147E-06 -2.212948E-09
  6.894125E+01  1.638320E-06 -2.212862E-09
  7.028601E+01  1.797445E-06 -2.212587E-09
  7.173120E+01  2.020596E-06 -2.211594E-09
  7.313024E+01  2.309748E-06 -2.207903E-09
  7.486938E+01  2.855256E-06 -2.180259E-09
  7.686267E+01  3.937478E-06 -1.786479E-09
