  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
  4.732512E+01  1.174670E-06 -2.161766E-09
