  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  1.851741-204  9.642882E-01  8.638541E-01
  1.134052-150  9.642882E-01  8.638541E-01
  1.734117-118  9.642882E-01  8.638541E-01
  4.335940E-97  9.642882E-01  8.638541E-01
  7.582430E-82  9.642882E-01  8.638541E-01
  1.908675E-70  9.642882E-01  8.638541E-01
  1.330213E-61  9.642882E-01  8.638541E-01
  1.510549E-54  9.642882E-01  8.638541E-01
  8.625082E-49  9.642882E-01  8.638541E-01
  5.245353E-44  9.642882E-01  8.638541E-01
  5.709935E-40  9.642882E-01  8.638541E-01
  1.611550E-36  9.642882E-01  8.638541E-01
  1.547018E-33  9.642882E-01  8.638541E-01
  6.190442E-31  9.642882E-01  8.638541E-01
  1.206182E-28  9.642882E-01  8.638541E-01
  1.291253E-26  9.642882E-01  8.638541E-01
  8.353872E-25  9.642882E-01  8.638541E-01
  3.524545E-23  9.642882E-01  8.638541E-01
  5.013035E-13  9.642882E-01  8.638541E-01
  4.256250E-08  9.642882E-01  8.638541E-01
  3.152071E-05  9.642882E-01  8.638541E-01
  2.256023E-03  9.642882E-01  8.638541E-01
  4.331199E-02  9.642882E-01  8.638541E-01
  3.697679E-01  9.642882E-01  8.638541E-01
  1.853956E+00  9.642882E-01  8.638541E-01
  6.440114E+00  9.642882E-01  8.638541E-01
  1.720056E+01  9.642882E-01  8.638541E-01
  3.783597E+01  9.642882E-01  8.638541E-01
  7.185340E+01  9.642882E-01  8.638541E-01
  1.217990E+02  9.642882E-01  8.638541E-01
  1.887996E+02  9.642882E-01  8.638541E-01
  2.724710E+02  9.642882E-01  8.638541E-01
  3.711122E+02  9.642882E-01  8.638541E-01
  4.820594E+02  9.642882E-01  8.638541E-01
  6.020832E+02  9.642882E-01  8.638541E-01
  7.277523E+02  9.642881E-01  8.638541E-01
  1.751973E+03  9.642692E-01  8.638584E-01
  1.943494E+03  9.640566E-01  8.639114E-01
  1.713966E+03  9.632587E-01  8.641748E-01
  1.414145E+03  9.615380E-01  8.649993E-01
  1.158404E+03  9.588234E-01  8.667355E-01
  9.627491E+02  9.552825E-01  8.694415E-01
  8.167725E+02  9.511876E-01  8.729319E-01
  7.071622E+02  9.468028E-01  8.769627E-01
  6.232996E+02  9.423306E-01  8.813255E-01
  5.576627E+02  9.379045E-01  8.858638E-01
  5.051090E+02  9.336023E-01  8.904647E-01
  4.621360E+02  9.294629E-01  8.950467E-01
  4.263336E+02  9.255011E-01  8.995519E-01
  3.960151E+02  9.217176E-01  9.039391E-01
  3.699771E+02  9.181058E-01  9.081804E-01
  3.473431E+02  9.146556E-01  9.122574E-01
  3.274623E+02  9.113555E-01  9.161591E-01
  3.098418E+02  9.081942E-01  9.198804E-01
  2.028105E+02  8.822355E-01  9.479063E-01
  1.512587E+02  8.628221E-01  9.639730E-01
  1.206896E+02  8.472790E-01  9.735460E-01
  1.004198E+02  8.343753E-01  9.795622E-01
  8.598542E+01  8.234431E-01  9.835217E-01
  7.518094E+01  8.140771E-01  9.862314E-01
  6.678913E+01  8.060040E-01  9.881496E-01
  6.008272E+01  7.990206E-01  9.895485E-01
  5.460022E+01  7.929651E-01  9.905954E-01
  5.003459E+01  7.877033E-01  9.913969E-01
  4.617360E+01  7.831218E-01  9.920228E-01
  4.286582E+01  7.791239E-01  9.925201E-01
  4.000033E+01  7.756272E-01  9.929212E-01
  3.749399E+01  7.725611E-01  9.932491E-01
  3.528327E+01  7.698659E-01  9.935203E-01
  3.331879E+01  7.674902E-01  9.937469E-01
  3.156159E+01  7.653907E-01  9.939381E-01
  2.998049E+01  7.635301E-01  9.941008E-01
  1.997552E+01  7.529259E-01  9.949197E-01
  1.497771E+01  7.488943E-01  9.951894E-01
  1.197487E+01  7.470633E-01  9.953058E-01
  9.955212E+00  7.461218E-01  9.953644E-01
  8.479812E+00  7.455925E-01  9.953971E-01
  7.331554E+00  7.452744E-01  9.954167E-01
  6.396109E+00  7.450728E-01  9.954291E-01
  5.610722E+00  7.449391E-01  9.954374E-01
  4.939138E+00  7.448469E-01  9.954431E-01
  4.358828E+00  7.447813E-01  9.954471E-01
  3.854491E+00  7.447332E-01  9.954501E-01
  3.414785E+00  7.446969E-01  9.954523E-01
  3.030708E+00  7.446691E-01  9.954541E-01
  2.694779E+00  7.446471E-01  9.954554E-01
  2.400626E+00  7.446296E-01  9.954565E-01
  2.142754E+00  7.446154E-01  9.954574E-01
  1.916398E+00  7.446037E-01  9.954581E-01
  1.717425E+00  7.445939E-01  9.954587E-01
